vid_id,segment1,segment2,segment3,segment4,segment5
b02V,airplane:0.366,landing:0.316,airport:0.224,boeing-737:0.062,runway:0.032
Dt2V,car:0.545,sport-utility-vehicle:0.201,sedan:0.126,hatchback:0.083,four-wheel-drive:0.046
TJu0,disc-jockey:0.478,loudspeaker:0.209,camera:0.147,concert:0.088,piano:0.077
S1u0,food:0.426,car:0.190,concert:0.173,house:0.119,room:0.092
pru0,car:0.699,food:0.091,pet:0.082,engine:0.074,cooking:0.055
yQu0,food:0.364,cooking:0.308,dish:0.219,dessert:0.078,:0.031
Ssu0,hairstyle:0.443,concert:0.272,afro-textured-hair:0.178,eye-shadow:0.072,lipstick:0.036
wGu0,car:0.448,sports-car:0.339,motorsport:0.126,racing:0.057,coupé:0.030
Tou0,motorsport:0.376,racing:0.301,car:0.234,rallying:0.050,sports-car:0.040
0tu0,motorsport:0.312,car:0.246,racing:0.236,sports-car:0.122,concert:0.083
UHu0,food:0.521,cooking:0.221,dish:0.124,concert:0.097,mobile-phone:0.038
uYu0,boat:0.478,outdoor-recreation:0.159,kayak:0.156,fishing:0.148,racing:0.060
rku0,orchestra:0.492,concert:0.280,saxophone:0.095,flute:0.091,piano:0.043
OCu0,skateboarding:0.698,skatepark:0.134,kickflip:0.087,house:0.045,dance:0.036
geu0,food:0.637,concert:0.152,cooking:0.086,dish:0.064,dance:0.061
gGu0,mobile-phone:0.391,smartphone:0.379,iphone:0.112,samsung-galaxy:0.082,personal-computer:0.037
Zuu0,hairstyle:0.455,food:0.225,concert:0.117,cooking:0.110,eye-shadow:0.093
T3u0,car:0.309,mobile-phone:0.262,smartphone:0.175,boxing:0.131,pet:0.123
Spu0,car:0.461,engine:0.219,food:0.167,concert:0.107,camera:0.047
GoDP,concert:0.495,church:0.311,bell:0.127,house:0.042,choir:0.027
bQDP,association-football:0.314,underwater-diving:0.214,boat:0.176,concert:0.154,fish:0.142
8PDP,concert:0.437,car:0.246,pet:0.142,motorsport:0.123,motorcycle:0.052
x9DP,dance:0.321,concert:0.206,association-football:0.190,car:0.179,food:0.105
05DP,boxing:0.451,weight-training:0.253,concert:0.159,skateboarding:0.088,dance:0.049
rXDP,orchestra:0.395,concert:0.369,trumpet:0.155,drum:0.041,saxophone:0.040
gZDP,motorcycle:0.518,motorcycling:0.309,motorsport:0.111,racing:0.032,car:0.030
xzDP,mobile-phone:0.269,concert:0.210,smartphone:0.193,car:0.167,knife:0.161
e8DP,engine:0.539,car:0.359,weight-training:0.038,dance:0.037,pet:0.027
iRDP,tennis:0.714,skateboarding:0.130,association-football:0.075,skatepark:0.063,food:0.018
GSDP,car:0.677,engine:0.130,motorcycle:0.121,motorsport:0.039,dance:0.033
dPoD,racing:0.415,motorsport:0.305,car:0.151,sports-car:0.066,association-football:0.063
zvoD,concert:0.291,boat:0.230,food:0.191,house:0.191,cycling:0.097
LzoD,mobile-phone:0.244,smartphone:0.219,house:0.212,dance:0.188,room:0.136
YvoD,concert:0.363,association-football:0.325,dance:0.110,goku:0.109,car:0.093
WXoD,pet:0.801,concert:0.097,cat:0.067,food:0.021,motorsport:0.014
pooD,hairstyle:0.715,concert:0.121,dance:0.076,car:0.060,pet:0.028
lmoD,car:0.760,motorsport:0.080,driving:0.078,association-football:0.043,dance:0.040
q9oD,association-football:0.320,car:0.249,dance:0.232,concert:0.135,weight-training:0.064
UJoD,car:0.386,train:0.269,food:0.181,model-aircraft:0.113,truck:0.050
LyoD,sonic-the-hedgehog:0.344,concert:0.299,association-football:0.215,airplane:0.083,food:0.058
8IoD,dance:0.825,concert:0.109,motorsport:0.029,food:0.021,car:0.015
3voD,pet:0.575,cat:0.337,food:0.044,dance:0.031,concert:0.013
WgoD,drum:0.486,drum-kit:0.467,concert:0.027,pet:0.013,car:0.008
nqSM,manicure:0.335,lego:0.317,concert:0.152,action-figure:0.142,kinder-surprise:0.054
eOSM,car:0.744,driving:0.084,hatchback:0.065,airplane:0.057,sedan:0.050
BYSM,car:0.714,motorcycle:0.147,motorsport:0.067,concert:0.053,driving:0.018
jMSM,computer:0.302,personal-computer:0.276,mobile-phone:0.162,concert:0.151,association-football:0.109
BMSM,car:0.379,food:0.328,boxing:0.135,concert:0.106,basketball:0.052
HTSM,food:0.263,cooking:0.255,dish:0.237,:0.154,vegetable:0.091
mdSM,food:0.311,cooking:0.301,dish:0.254,vegetable:0.087,dessert:0.047
CJSM,concert:0.524,drum-kit:0.210,acoustic-guitar:0.111,drum:0.085,motorcycle:0.070
k0SM,house:0.437,concert:0.246,outdoor-recreation:0.153,room:0.092,car:0.072
iMSM,tennis:0.870,skateboarding:0.040,association-football:0.040,serve:0.026,concert:0.024
fBgJ,weight-training:0.742,squat:0.073,dance:0.070,barbell:0.059,food:0.057
XngJ,hockey:0.559,hockey-puck:0.347,concert:0.045,basketball:0.034,racing:0.015
2mgJ,association-football:0.308,concert:0.302,rugby-football:0.175,racing:0.122,cycling:0.094
FygJ,concert:0.309,outdoor-recreation:0.272,parachuting:0.169,paragliding:0.146,parachute:0.104
I8gJ,boxing:0.402,association-football:0.204,pet:0.184,ship:0.149,boat:0.061
9xgJ,concert:0.499,disc-jockey:0.311,dance:0.086,car:0.056,boat:0.049
rtgJ,concert:0.799,car:0.086,dance:0.078,mobile-phone:0.021,smartphone:0.017
kQgJ,concert:0.918,dance:0.027,fireworks:0.019,association-football:0.018,car:0.017
uCgJ,dance:0.886,disc-jockey:0.039,food:0.038,pet:0.022,association-football:0.014
tTgJ,car:0.586,sport-utility-vehicle:0.175,sedan:0.125,hatchback:0.089,volkswagen:0.025
ezgJ,pet:0.491,parrot:0.335,concert:0.136,dance:0.031,model-aircraft:0.007
r1gJ,food:0.281,cooking:0.273,dish:0.241,:0.142,vegetable:0.062
L1gJ,pet:0.876,cat:0.053,concert:0.029,dance:0.021,car:0.021
ryWo,food:0.683,concert:0.150,cooking:0.108,dish:0.031,car:0.026
bRWo,dance:0.833,concert:0.068,association-football:0.034,wedding:0.033,disc-jockey:0.032
s8Wo,boat:0.588,ship:0.206,car:0.086,dance:0.078,yacht:0.042
cNWo,food:0.471,cooking:0.185,dish:0.118,concert:0.116,car:0.110
b3Wo,orchestra:0.540,marching-band:0.216,concert:0.135,trumpet:0.073,choir:0.036
z8Wo,mobile-phone:0.372,smartphone:0.361,samsung-galaxy:0.139,iphone:0.076,concert:0.052
DWWo,concert:0.437,lego:0.210,car:0.178,dance:0.089,association-football:0.085
lwWo,drawing:0.458,pet:0.220,dance:0.111,shoe:0.106,car:0.105
oOWo,food:0.309,cooking:0.301,dish:0.253,:0.096,vegetable:0.042
XGWo,racing:0.450,motorsport:0.449,motorcycle:0.044,motorcycling:0.029,car:0.028
P7Wo,motorsport:0.254,racing:0.241,concert:0.184,car:0.179,association-football:0.141
CxWo,concert:0.358,drawing:0.294,manicure:0.125,food:0.119,mobile-phone:0.105
HPWo,car:0.389,racing:0.217,sports-car:0.217,motorsport:0.133,driving:0.044
QjWo,food:0.588,concert:0.289,pet:0.046,cooking:0.039,dessert:0.038
QRWo,racing:0.333,food:0.246,car:0.230,cycling:0.116,dance:0.075
LWWo,mobile-phone:0.390,smartphone:0.370,iphone:0.175,samsung-galaxy:0.043,concert:0.022
ABkP,sports-car:0.456,car:0.424,racing:0.057,motorsport:0.035,coupé:0.028
1akP,car:0.314,hairstyle:0.232,concert:0.161,association-football:0.148,cycling:0.145
NUkP,concert:0.322,drum-kit:0.206,drawing:0.176,wedding:0.154,hairstyle:0.142
KPkP,pet:0.415,association-football:0.221,racing:0.175,concert:0.112,car:0.077
KqkP,skateboarding:0.551,skatepark:0.151,cycling:0.112,bicycle:0.106,dance:0.080
6bkP,personal-computer:0.385,laptop:0.341,computer:0.170,tablet-computer:0.053,computer-keyboard:0.052
CckP,car:0.511,sports-car:0.255,motorsport:0.141,concert:0.053,racing:0.040
BskP,mobile-phone:0.453,smartphone:0.414,iphone:0.102,personal-computer:0.019,samsung-galaxy:0.012
SZkP,food:0.288,cooking:0.283,dish:0.269,:0.090,vegetable:0.070
4akP,association-football:0.408,basketball:0.381,slam-dunk:0.103,concert:0.055,hockey:0.053
xpkP,food:0.335,cooking:0.240,dish:0.214,car:0.107,vegetable:0.104
3vkP,drawing:0.506,concert:0.204,pet:0.109,car:0.092,food:0.090
IgOu,car:0.684,sports-car:0.245,motorsport:0.025,convertible:0.024,concert:0.023
7kOu,outdoor-recreation:0.355,skiing:0.307,snowboarding:0.121,car:0.115,ski:0.102
YaOu,pet:0.635,cat:0.271,concert:0.073,dance:0.011,car:0.010
wdOu,food:0.289,concert:0.260,kinder-surprise:0.197,manicure:0.144,cooking:0.111
YbOu,concert:0.372,pet:0.271,car:0.184,mobile-phone:0.110,smartphone:0.064
YIOu,concert:0.475,house:0.161,dance:0.157,pet:0.126,hairstyle:0.081
CXOu,airplane:0.269,landing:0.252,jet-aircraft:0.234,airport:0.216,boeing-747:0.030
0iOu,food:0.336,cooking:0.317,dish:0.268,dessert:0.051,:0.029
KKOu,food:0.342,dish:0.213,drawing:0.172,concert:0.165,cooking:0.107
DMOu,food:0.317,cooking:0.300,dish:0.283,vegetable:0.082,:0.018
0VDO,concert:0.488,drum-kit:0.256,drum:0.217,hairstyle:0.023,car:0.016
zPDO,dance:0.508,cycling:0.159,bicycle:0.153,disc-jockey:0.097,concert:0.083
EYDO,pet:0.838,cat:0.086,concert:0.046,car:0.022,dance:0.008
pLDO,food:0.313,cooking:0.304,dish:0.298,vegetable:0.046,:0.039
C8DO,car:0.437,sports-car:0.344,sedan:0.111,coupé:0.078,hatchback:0.030
gzDO,food:0.327,cooking:0.313,dish:0.304,:0.036,vegetable:0.020
inDO,car:0.759,concert:0.102,train:0.061,truck:0.046,food:0.031
kNDO,shoe:0.369,sneakers:0.328,nike-inc:0.268,concert:0.024,mobile-phone:0.011
NrDO,concert:0.243,mobile-phone:0.204,smartphone:0.194,laptop:0.185,personal-computer:0.175
B2DO,mobile-phone:0.425,smartphone:0.392,iphone:0.077,samsung-galaxy:0.066,concert:0.040
BkDO,food:0.454,cooking:0.264,dessert:0.141,dish:0.099,cake:0.043
UJDO,car:0.660,weight-training:0.215,concert:0.054,food:0.037,engine:0.033
R5DO,choir:0.721,association-football:0.133,dance:0.062,food:0.053,car:0.032
gwDO,wedding:0.325,christmas:0.228,dance:0.209,bride:0.143,concert:0.096
itkO,car:0.381,motorsport:0.209,rallying:0.186,driving:0.138,racing:0.085
kEkO,concert:0.692,dance:0.150,personal-computer:0.059,drawing:0.049,food:0.049
D1kO,pet:0.406,car:0.242,concert:0.182,gardening:0.096,food:0.074
QekO,racing:0.665,motorsport:0.137,car:0.094,sports-car:0.060,go-kart:0.044
yxkO,truck:0.360,car:0.260,tractor:0.182,four-wheel-drive:0.154,motorsport:0.045
twkO,food:0.261,pet:0.246,fish:0.245,fishing:0.139,cooking:0.109
kTkO,food:0.276,ship:0.233,boat:0.211,concert:0.171,car:0.108
86kO,racing:0.423,motorsport:0.418,sports-car:0.071,drifting:0.057,rallying:0.032
ahkO,food:0.326,dish:0.258,cooking:0.252,vegetable:0.088,:0.076
8AWp,house:0.223,mobile-phone:0.221,concert:0.221,food:0.183,smartphone:0.152
aiWp,motorsport:0.312,racing:0.260,motorcycling:0.187,cycling:0.136,bicycle:0.105
b5Wp,cycling:0.275,bicycle:0.267,racing:0.223,motorsport:0.163,mountain-bike:0.072
e8Wp,loudspeaker:0.682,weight-training:0.168,car:0.096,hockey:0.043,disc-jockey:0.011
eEWp,car:0.560,motorsport:0.182,sports-car:0.181,motorcycle:0.049,racing:0.027
vIWp,mobile-phone:0.331,headphones:0.198,concert:0.193,car:0.161,smartphone:0.117
uHWp,concert:0.418,association-football:0.250,airplane:0.140,parachuting:0.100,food:0.093
MvWp,parade:0.324,dance:0.285,marching-band:0.247,festival:0.133,hockey:0.011
e1Wp,concert:0.282,outdoor-recreation:0.203,pet:0.201,car:0.171,motorsport:0.143
HAWp,car:0.663,sedan:0.121,hatchback:0.082,sport-utility-vehicle:0.078,sports-car:0.056
1RWp,house:0.367,room:0.258,acoustic-guitar:0.236,cycling:0.070,bicycle:0.069
slWp,food:0.409,hairstyle:0.248,concert:0.181,car:0.081,outdoor-recreation:0.080
TUWp,outdoor-recreation:0.492,concert:0.217,cycling:0.111,bicycle:0.093,dance:0.087
TcWp,drawing:0.385,concert:0.316,pet:0.116,dance:0.092,weight-training:0.091
WLWp,hairstyle:0.543,afro-textured-hair:0.429,wig:0.014,dance:0.008,racing:0.006
OpWp,association-football:0.380,motorsport:0.191,concert:0.167,racing:0.144,sonic-the-hedgehog:0.118
VkWp,car:0.340,concert:0.306,food:0.163,house:0.113,association-football:0.078
DtWp,personal-computer:0.373,laptop:0.230,mobile-phone:0.158,smartphone:0.125,computer:0.114
WhOv,house:0.442,concert:0.244,room:0.186,food:0.070,hotel:0.059
0wOv,food:0.335,dish:0.288,cooking:0.284,:0.051,vegetable:0.041
00Ov,racing:0.441,motorsport:0.302,car:0.120,sports-car:0.111,drifting:0.026
rMOv,weight-training:0.716,barbell:0.114,squat:0.075,concert:0.068,boxing:0.027
eXOv,sports-car:0.227,motorsport:0.198,car:0.195,motorcycling:0.192,motorcycle:0.188
0SOv,fishing:0.273,pet:0.216,fish:0.208,recreational-fishing:0.171,outdoor-recreation:0.132
TmOv,pet:0.733,concert:0.154,food:0.044,cat:0.038,car:0.031
vZOv,pet:0.557,cat:0.291,concert:0.076,car:0.040,food:0.037
LUOv,dance:0.305,personal-computer:0.225,cinema-4d:0.191,drawing:0.169,concert:0.110
isOv,car:0.309,food:0.254,engine:0.215,book:0.154,cooking:0.069
WqOv,food:0.326,cooking:0.279,dish:0.246,:0.085,vegetable:0.064
fROv,car:0.502,fishing:0.211,concert:0.125,motorsport:0.083,boat:0.078
CHOv,concert:0.471,sasuke-uchiha:0.402,sakura-haruno:0.078,dance:0.025,drum-kit:0.024
eFSN,camera:0.386,digital-camera:0.248,food:0.158,house:0.113,concert:0.095
ueSN,car:0.490,truck:0.320,firefighter:0.105,fire-engine:0.055,motorsport:0.030
AGSN,disc-jockey:0.497,shoe:0.189,sneakers:0.128,concert:0.106,nike-inc:0.079
heSN,car:0.248,food:0.230,dance:0.201,concert:0.182,pet:0.138
kISN,hairstyle:0.354,pet:0.225,car:0.175,concert:0.148,dance:0.098
cHSN,skiing:0.413,ski:0.250,snowboarding:0.208,outdoor-recreation:0.083,cycling:0.045
sQSN,motorsport:0.470,car:0.238,four-wheel-drive:0.133,racing:0.080,tractor:0.079
tlSN,car:0.583,sports-car:0.214,sedan:0.116,hatchback:0.060,sport-utility-vehicle:0.028
BhSN,association-football:0.438,pet:0.197,racing:0.123,parrot:0.122,concert:0.120
pZSN,mobile-phone:0.440,smartphone:0.376,personal-computer:0.067,car:0.063,iphone:0.054
81SN,concert:0.809,train:0.069,association-football:0.050,dance:0.037,car:0.036
Q6SN,fishing:0.259,outdoor-recreation:0.224,recreational-fishing:0.216,fish:0.151,pet:0.149
wuSN,car:0.724,loudspeaker:0.092,dance:0.080,concert:0.052,disc-jockey:0.052
kRSN,skiing:0.414,snowboarding:0.259,ski:0.214,concert:0.069,snowboard:0.045
RHSN,boat:0.492,house:0.176,room:0.125,motorsport:0.115,concert:0.091
s3oC,car:0.360,food:0.296,concert:0.161,pet:0.128,boxing:0.055
fkoC,saxophone:0.527,flute:0.271,clarinet:0.098,orchestra:0.063,concert:0.041
ONoC,fishing:0.272,pet:0.259,fish:0.254,recreational-fishing:0.158,outdoor-recreation:0.057
XFoC,mobile-phone:0.384,smartphone:0.370,samsung-galaxy:0.120,iphone:0.070,personal-computer:0.056
sooC,basketball:0.519,slam-dunk:0.329,concert:0.064,dance:0.044,car:0.044
xLoC,cycling:0.220,boat:0.207,outdoor-recreation:0.206,bicycle:0.204,motorsport:0.163
GBoC,airplane:0.281,landing:0.245,jet-aircraft:0.224,airport:0.203,runway:0.047
LWoC,concert:0.558,car:0.232,dance:0.077,knitting:0.076,pet:0.057
eBoC,motorcycle:0.394,motorsport:0.283,motorcycling:0.139,racing:0.106,car:0.078
WGoC,food:0.438,pet:0.315,cooking:0.147,dish:0.055,concert:0.044
4VoC,car:0.409,sports-car:0.327,coupé:0.113,sedan:0.108,bmw:0.043
lcgI,outdoor-recreation:0.622,concert:0.263,rock-climbing:0.061,hiking:0.029,food:0.025
MzgI,eye-shadow:0.268,mascara:0.254,eye-liner:0.223,lipstick:0.136,rouge:0.119
kFgI,weight-training:0.831,drum:0.048,dance:0.043,food:0.041,drum-kit:0.036
v0gI,drawing:0.361,concert:0.230,smartphone:0.143,mobile-phone:0.141,food:0.124
Z7gI,food:0.548,cooking:0.180,concert:0.118,dish:0.090,car:0.064
zygI,concert:0.244,car:0.236,association-football:0.203,dance:0.164,pet:0.153
dCgI,concert:0.500,association-football:0.236,car:0.108,manicure:0.101,lego:0.055
i2gI,mobile-phone:0.402,smartphone:0.397,iphone:0.106,samsung-galaxy:0.068,concert:0.027
YxgI,food:0.567,cooking:0.235,dish:0.094,concert:0.070,lipstick:0.034
pmgI,personal-computer:0.320,tablet-computer:0.197,concert:0.187,mobile-phone:0.180,smartphone:0.115
zbgI,choir:0.836,concert:0.070,wedding:0.050,piano:0.029,car:0.015
4rgI,dance:0.392,airplane:0.167,landing:0.156,jet-aircraft:0.148,wedding:0.136
aFgI,skiing:0.402,snowboarding:0.311,ski:0.145,snowmobile:0.084,snowboard:0.058
0HgI,car:0.312,mobile-phone:0.296,smartphone:0.200,knife:0.105,dance:0.087
srgI,concert:0.439,association-football:0.223,dance:0.141,car:0.118,food:0.078
5AY8,concert:0.663,dance:0.140,mobile-phone:0.085,smartphone:0.064,choir:0.048
o9Y8,association-football:0.277,sewing:0.245,piano:0.204,sewing-machine:0.168,food:0.106
bAY8,pet:0.786,cat:0.112,concert:0.079,car:0.017,mobile-phone:0.006
a7Y8,motorsport:0.398,racing:0.374,car:0.129,drifting:0.050,sports-car:0.048
ZvY8,bus:0.555,train:0.261,railroad-car:0.108,car:0.055,truck:0.022
ngY8,outdoor-recreation:0.587,pet:0.174,concert:0.167,association-football:0.036,food:0.036
OWY8,basketball:0.459,car:0.238,association-football:0.200,slam-dunk:0.079,dance:0.024
qOY8,outdoor-recreation:0.727,rock-climbing:0.096,concert:0.074,car:0.073,skiing:0.030
7HY8,concert:0.569,car:0.210,food:0.115,association-football:0.062,dance:0.043
5Gtx,food:0.251,concert:0.249,association-football:0.185,kinder-surprise:0.166,car:0.149
Zotx,food:0.368,cooking:0.344,dish:0.219,dessert:0.057,cake:0.011
M3tx,car:0.364,motorsport:0.286,drifting:0.121,sports-car:0.117,racing:0.112
UHtx,food:0.327,cooking:0.307,dish:0.280,meat:0.047,flour:0.039
X4tx,car:0.439,tractor:0.245,truck:0.194,food:0.083,tree:0.040
pstx,dance:0.517,concert:0.207,food:0.125,car:0.084,wedding:0.068
cmtx,food:0.419,cooking:0.298,dish:0.167,:0.091,vegetable:0.026
lXtx,car:0.771,motorcycle:0.067,dashcam:0.060,train:0.054,motorsport:0.048
8Htx,association-football:0.764,concert:0.114,food:0.048,car:0.042,motorsport:0.032
hItx,car:0.628,sedan:0.185,sport-utility-vehicle:0.071,driving:0.067,sports-car:0.049
kStx,piano:0.637,concert:0.176,house:0.086,car:0.066,motorsport:0.035
qutx,eye-shadow:0.264,mascara:0.260,eye-liner:0.217,lipstick:0.155,rouge:0.104
19tx,orchestra:0.350,cello:0.231,concert:0.229,trumpet:0.150,trombone:0.040
vjtx,car:0.499,truck:0.147,pickup-truck:0.137,four-wheel-drive:0.114,sport-utility-vehicle:0.104
TTtx,concert:0.554,flamenco:0.148,goku:0.115,motorcycle:0.105,dance:0.078
LZrn,car:0.777,food:0.079,concert:0.060,engine:0.048,dance:0.036
Ngrn,car:0.422,motorsport:0.267,racing:0.188,sports-car:0.102,dance:0.022
Bmrn,pet:0.492,car:0.348,food:0.072,concert:0.060,fish:0.028
mprn,car:0.404,pickup-truck:0.224,truck:0.206,exhaust-system:0.093,chevrolet:0.073
x1rn,dance:0.852,gymnastics:0.081,ballet:0.027,concert:0.024,hockey:0.016
GUrn,concert:0.361,skiing:0.232,association-football:0.192,racing:0.123,ski:0.093
Zdrn,house:0.748,concert:0.162,dance:0.041,car:0.026,association-football:0.023
WSrn,mobile-phone:0.352,smartphone:0.267,car:0.183,concert:0.130,iphone:0.068
AIrn,car:0.418,truck:0.237,pickup-truck:0.197,four-wheel-drive:0.084,amusement-park:0.064
skrn,mobile-phone:0.352,smartphone:0.340,iphone:0.143,samsung-galaxy:0.139,personal-computer:0.026
hNrn,car:0.780,engine:0.113,motorcycle:0.045,motorsport:0.036,concert:0.026
uorn,car:0.650,sports-car:0.216,classic-car:0.056,engine:0.050,convertible:0.027
2Zrn,drawing:0.615,concert:0.271,dance:0.053,mobile-phone:0.030,association-football:0.030
k3rn,concert:0.502,car:0.255,mobile-phone:0.112,dance:0.070,smartphone:0.061
osrn,camera:0.335,digital-camera:0.230,mobile-phone:0.178,smartphone:0.140,digital-single-lens-reflex-camera:0.117
Yh1u,food:0.297,dish:0.282,cooking:0.277,vegetable:0.077,:0.067
SX1u,video-game-console:0.463,nintendo-3ds:0.218,concert:0.192,television:0.080,personal-computer:0.046
i71u,piano:0.388,cello:0.259,concert:0.200,orchestra:0.141,string-quartet:0.011
VU1u,dance:0.599,motorsport:0.164,association-football:0.149,boxing:0.045,food:0.042
KT1u,airplane:0.328,landing:0.256,jet-aircraft:0.249,airport:0.149,concert:0.018
Lf1u,concert:0.690,car:0.106,drum-kit:0.086,drum:0.081,album:0.037
MA1u,mobile-phone:0.451,smartphone:0.352,concert:0.075,camera:0.067,iphone:0.054
E61u,hairstyle:0.334,food:0.311,concert:0.159,dance:0.112,manicure:0.084
CW1u,food:0.521,cooking:0.234,drink:0.155,dish:0.073,concert:0.016
3v1u,food:0.320,cooking:0.311,dish:0.305,dessert:0.037,meat:0.028
iXrm,concert:0.450,dance:0.165,food:0.141,hairstyle:0.140,racing:0.104
GQrm,association-football:0.842,concert:0.064,tennis:0.054,car:0.022,pet:0.019
NQrm,association-football:0.569,concert:0.191,dance:0.116,food:0.063,rugby-football:0.060
nIrm,marimba:0.383,drum:0.204,saxophone:0.151,drum-kit:0.149,piano:0.112
Orrm,boxing:0.824,kickboxing:0.094,association-football:0.034,weight-training:0.027,pet:0.020
z1rm,hairstyle:0.690,afro-textured-hair:0.149,concert:0.097,eye-shadow:0.037,mascara:0.027
m8rm,car:0.589,concert:0.134,food:0.113,pet:0.084,sport-utility-vehicle:0.081
Ccrm,concert:0.424,model-aircraft:0.226,airplane:0.172,pet:0.093,outdoor-recreation:0.085
Lerm,mobile-phone:0.326,smartphone:0.324,iphone:0.204,samsung-galaxy:0.105,ipod-touch:0.040
Slrm,boat:0.506,ship:0.281,association-football:0.123,fishing:0.046,car:0.044
2orm,mobile-phone:0.357,smartphone:0.284,concert:0.168,association-football:0.124,food:0.067
MBrm,tractor:0.434,food:0.184,choir:0.154,car:0.130,concert:0.098
EGrm,tractor:0.414,car:0.178,farm:0.159,food:0.143,plough:0.107
bGrm,car:0.701,engine:0.131,sports-car:0.104,motorsport:0.036,food:0.028
BErm,pet:0.406,fish:0.178,planet:0.157,food:0.138,car:0.122
w3rm,car:0.367,motorsport:0.224,driving:0.186,racing:0.134,sports-car:0.090
Fxrm,concert:0.330,food:0.304,manicure:0.229,association-football:0.099,mobile-phone:0.038
